Chrom	Start	End	cdsStart	cdsEnd	Strand	ensemblGeneID	ensemblTranscriptID	ensemblProteinID	Gene	GeneLength	cdsLength	Coding
chr9	43684901	43924049	43685294	43920370	+	ENSG00000154529	ENST00000377564	ENSP00000366787	CNTNAP3B	239148	235076	Coding
chr9	44384584	44391705	44391705	44391705	+	ENSG00000229311	ENST00000425493		LOC643648	7121	0	Non-Coding
chr9	44850220	44850332	44850332	44850332	+	ENSG00000238933	ENST00000459194		Y_RNA	112	0	Non-Coding
chr9	44990313	44991483	44990450	44991208	+	ENSG00000154537	ENST00000377542	ENSP00000366765	FAM27C	1170	758	Coding
chr9	44997776	44999352	44999352	44999352	+	ENSG00000204805	ENST00000418795		FAM27E3	1576	0	Non-Coding
chr9	45727106	45728274	45727243	45727999	+	ENSG00000182368	ENST00000377531	ENSP00000366754	FAM27A	1168	756	Coding
chr9	46141563	46141675	46141675	46141675	-	ENSG00000238413	ENST00000458898		Y_RNA	112	0	Non-Coding
chr9	46362604	46362716	46362716	46362716	+	ENSG00000239090	ENST00000459329		Y_RNA	112	0	Non-Coding
chr9	46685428	46688084	46688084	46688084	-	ENSG00000204802	ENST00000377518		LOC554249	2656	0	Non-Coding
chr9	46687461	46746500	46746500	46746500	+	ENSG00000227449	ENST00000377614		KGFLP1	59039	0	Non-Coding
chr9	46698471	46705305	46705305	46705305	-	ENSG00000233651	ENST00000428709		AK126080	6834	0	Non-Coding
chr9	46826491	46833319	46833319	46833319	+	ENSG00000232827	ENST00000428440		LOC643648	6828	0	Non-Coding
chr9	47295854	47314222	47299529	47314222	-	ENSG00000236029	ENST00000420228	ENSP00000401168	AL953854.2-002	18368	14693	Coding
chr9	65487272	65494248	65494248	65494248	-	ENSG00000229746	ENST00000377512		FAM74A4	6976	0	Non-Coding
chr9	65503362	65509610	65503515	65509581	-	ENSG00000234734	ENST00000355045	ENSP00000347153	SPATA31A5	6248	6066	Coding
chr9	65635650	65661972	65661972	65661972	+	ENSG00000237792	ENST00000377505		AL953854.2-002	26322	0	Non-Coding
chr9	66457288	66469310	66469310	66469310	+	ENSG00000238113	ENST00000424345		CR627148	12022	0	Non-Coding
chr9	66499742	66499994	66499994	66499994	+	ENSG00000184523	ENST00000328411		X97876	252	0	Non-Coding
chr9	66513656	66553531	66553531	66553531	-	ENSG00000234665	ENST00000591993		AK309896	39875	0	Non-Coding
chr9	66553272	66555928	66555928	66555928	+	ENSG00000170161	ENST00000305709		BC000869	2656	0	Non-Coding
chr9	67017399	67032072	67032072	67032072	-	ENSG00000182021	ENST00000315293		LOC286297	14673	0	Non-Coding
chr9	67272037	67289492	67289492	67289492	-	ENSG00000186466	ENST00000334576		AQP7P1	17455	0	Non-Coding
chr9	67784943	67786624	67785912	67786254	-	ENSG00000232833	ENST00000455764	ENSP00000463817	FAM27E3	1681	342	Coding
chr9	67792166	67794649	67794649	67794649	+	ENSG00000236233	ENST00000315762		DQ594366	2483	0	Non-Coding
chr9	67792937	67794111	67793212	67793974	-	ENSG00000170215	ENST00000377484	ENSP00000366704	FAM27B	1174	762	Coding
chr9	67926760	67969840	67926872	67968913	+	ENSG00000196774	ENST00000377477	ENSP00000366697	ANKRD20A3	43080	42041	Coding
chr9	68427860	68455375	68455375	68455375	-	ENSG00000215548	ENST00000376334		LOC642236	27515	0	Non-Coding
chr9	68741233	68809898	68809898	68809898	-	ENSG00000204794	ENST00000510760		AK096159	68665	0	Non-Coding
chr9	69065654	69084989	69084989	69084989	+	ENSG00000233961	ENST00000424707		AK311167	19335	0	Non-Coding
chr9	69080239	69147846	69147846	69147846	-	ENSG00000227558	ENST00000591037		PGM5P2	67607	0	Non-Coding
chr9	69174212	69179458	69179458	69179458	-	ENSG00000240907	ENST00000423390		LOC440896	5246	0	Non-Coding
chr9	69199479	69202204	69200358	69201612	-	ENSG00000204793	ENST00000377473	ENSP00000366693	FOXD4L6	2725	1254	Coding
chr9	69204537	69262593	69204962	69262487	-	ENSG00000204790	ENST00000377457	ENSP00000366677	CBWD6	58056	57525	Coding
chr9	69381811	69425560	69382092	69424176	+	ENSG00000172014	ENST00000357336	ENSP00000349891	ANKRD20A4	43749	42084	Coding
chr9	69477880	69478916	69478916	69478916	+	ENSG00000224106	ENST00000446871		BC064148	1036	0	Non-Coding
chr9	69633977	69650004	69650004	69650004	-	ENSG00000181997	ENST00000453967		BC070322	16027	0	Non-Coding
chr9	69650262	69660358	69653110	69660358	+	ENSG00000176134	ENST00000322495	ENSP00000316590	LOC100133920	10096	7248	Coding
chr9	70175706	70178815	70176732	70177983	-	ENSG00000204779	ENST00000377420	ENSP00000366637	FOXD4L5	3109	1251	Coding
chr9	70181519	70216621	70216621	70216621	-	ENSG00000204778	ENST00000445695		CBWD5	35102	0	Non-Coding
chr9	70426622	70429731	70427648	70428899	-	ENSG00000184659	ENST00000377413	ENSP00000366630	FOXD4L2	3109	1251	Coding
chr9	70432003	70490246	70432428	70490068	-	ENSG00000147996	ENST00000382405	ENSP00000371842	CBWD3	58243	57640	Coding
chr9	70646588	70648956	70646863	70647145	+	ENSG00000269337	ENST00000594172	ENSP00000471858	AK056618	2368	282	Coding
chr9	70856396	70914929	70856947	70914503	+	ENSG00000196873	ENST00000360171	ENSP00000353295	CBWD3	58533	57556	Coding
chr9	70917275	70920000	70917867	70919121	+	ENSG00000187559	ENST00000342833	ENSP00000341961	FOXD4L3	2725	1254	Coding
chr9	70970104	70972768	70972768	70972768	-	ENSG00000224958	ENST00000417887		PGM5-AS1	2664	0	Non-Coding
chr9	70971814	71145977	70972043	71144572	+	ENSG00000154330	ENST00000396396	ENSP00000379678	PGM5	174163	172529	Coding
chr9	71151495	71155783	71152174	71155730	-	ENSG00000181778	ENST00000377311	ENSP00000366528	TMEM252	4288	3556	Coding
chr9	71320615	71624091	71437530	71623365	+	ENSG00000107242	ENST00000265382	ENSP00000265382	PIP5K1B	303476	185835	Coding
chr9	71394963	71398609	71395080	71395944	+	ENSG00000187866	ENST00000394264	ENSP00000377807	FAM122A	3646	864	Coding
chr9	71627468	71629039	71627952	71629008	-	ENSG00000165059	ENST00000377276	ENSP00000366488	PRKACG	1571	1056	Coding
chr9	71650478	71715094	71650698	71714850	+	ENSG00000165060	ENST00000396364	ENSP00000379650	FXN	64616	64152	Coding
chr9	71736223	71870124	71827472	71869290	+	ENSG00000119139	ENST00000453658	ENSP00000392178	TJP2	133901	41818	Coding
chr9	71939487	72007370	71951173	72006720	+	ENSG00000135063	ENST00000455972	ENSP00000395675	FAM189A2	67883	55547	Coding
chr9	72042445	72287222	72046242	72132126	-	ENSG00000107282	ENST00000265381	ENSP00000265381	APBA1	244777	85884	Coding
chr9	72324437	72374857	72333257	72374854	-	ENSG00000188647	ENST00000377200	ENSP00000366405	PTAR1	50420	41597	Coding
chr9	72433898	72435655	72435655	72435655	-	ENSG00000225626	ENST00000439418		LOC494558	1757	0	Non-Coding
chr9	72435708	72521148	72435795	72521052	+	ENSG00000204711	ENST00000377197	ENSP00000366402	C9orf135	85440	85257	Coding
chr9	72658496	72841886	72659113	72840948	+	ENSG00000165072	ENST00000377182	ENSP00000366387	MAMDC2	183390	181835	Coding
chr9	72768049	72790748	72790748	72790748	-	ENSG00000204706	ENST00000377178		LOC100507244	22699	0	Non-Coding
chr9	72808912	72873782	72873782	72873782	-	ENSG00000268364	ENST00000594708		LOC100507299	64870	0	Non-Coding
chr9	72873936	72969804	72873994	72967247	+	ENSG00000198887	ENST00000361138	ENSP00000354957	SMC5	95868	93253	Coding
chr9	72999502	73029540	73002691	73028279	-	ENSG00000119138	ENST00000377126	ENSP00000366330	KLF9	30038	25588	Coding
chr9	73424890	73425000	73425000	73425000	-	ENSG00000207935	ENST00000385200		MIR204	110	0	Non-Coding
chr9	73439351	74061820	74061820	74061820	-	ENSG00000083067	ENST00000354500		TRPM3	622469	0	Non-Coding
chr9	74298281	74383800	74300112	74365289	-	ENSG00000135048	ENST00000377044	ENSP00000366243	TMEM2	85519	65177	Coding
chr9	74477367	74525847	74477496	74489996	-	ENSG00000107362	ENST00000377041	ENSP00000366240	ABHD17B	48480	12500	Coding
chr9	74526576	74600970	74526650	74597933	+	ENSG00000155621	ENST00000486911	ENSP00000431527	C9orf85	74394	71283	Coding
chr9	74666291	74675521	74667211	74675425	-	ENSG00000204669	ENST00000377024	ENSP00000366223	C9orf57	9230	8214	Coding
chr9	74764368	74868476	74764597	74865720	+	ENSG00000119125	ENST00000376986	ENSP00000366185	GDA	104108	101123	Coding
chr9	74914635	74914754	74914754	74914754	-	ENSG00000252428	ENST00000516619		5S_rRNA	119	0	Non-Coding
chr9	74920351	74958126	74958126	74958126	+	ENSG00000225434	ENST00000436054		AK095210	37775	0	Non-Coding
chr9	74966340	74980163	74970868	74975694	-	ENSG00000107372	ENST00000237937	ENSP00000237937	ZFAND5	13823	4826	Coding
chr9	75136716	75451267	75263564	75450889	+	ENSG00000165091	ENST00000297784	ENSP00000297784	TMC1	314551	187325	Coding
chr9	75515577	75567971	75516123	75567916	-	ENSG00000165092	ENST00000297785	ENSP00000297785	ALDH1A1	52394	51793	Coding
chr9	75766672	75785309	75773451	75785023	+	ENSG00000135046	ENST00000257497	ENSP00000257497	ANXA1	18637	11572	Coding
chr9	77112280	77308093	77112892	77300534	+	ENSG00000198963	ENST00000376896	ENSP00000366093	RORB	195813	187642	Coding
chr9	77337410	77503010	77339528	77502772	-	ENSG00000119121	ENST00000360774	ENSP00000354006	TRPM6	165600	163244	Coding
chr9	77414810	77415138	77415138	77415138	+	ENSG00000202217	ENST00000365347		7SK	328	0	Non-Coding
chr9	77561496	77567802	77562963	77567527	-	ENSG00000135045	ENST00000376854	ENSP00000366050	C9orf40	6306	4564	Coding
chr9	77567883	77611209	77611209	77611209	+	ENSG00000203321	ENST00000455609		BC043649	43326	0	Non-Coding
chr9	77595935	77643310	77598682	77643157	-	ENSG00000156017	ENST00000376834	ENSP00000366030	C9orf41	47375	44475	Coding
chr9	77675488	77703106	77676463	77693282	-	ENSG00000106733	ENST00000376811	ENSP00000366007	NMRK1	27618	16819	Coding
chr9	77703458	77762181	77703608	77761657	+	ENSG00000134996	ENST00000346234	ENSP00000340836	OSTF1	58723	58049	Coding
chr9	78505559	78977255	78506097	78973838	+	ENSG00000099139	ENST00000545128	ENSP00000446280	PCSK5	471696	467741	Coding
chr9	79000432	79009421	79002314	79009087	-	ENSG00000135002	ENST00000376736	ENSP00000365926	RFK	8989	6773	Coding
chr9	79013614	79014502	79014502	79014502	+	ENSG00000234618	ENST00000418207		RPSAP9	888	0	Non-Coding
chr9	79056581	79122330	79117297	79118584	+	ENSG00000187210	ENST00000442371	ENSP00000415454	GCNT1	65749	1287	Coding
chr9	79226292	79521003	79229485	79326112	-	ENSG00000106772	ENST00000428286	ENSP00000397425	PRUNE2	294711	96627	Coding
chr9	79379351	79402485	79402485	79402485	+	ENSG00000225937	ENST00000412654		PCA3	23134	0	Non-Coding
chr9	79634570	79635869	79634570	79635869	+	ENSG00000204612	ENST00000376708	ENSP00000365898	FOXB2	1299	1299	Coding
chr9	79791671	79792910	79792910	79792910	-	ENSG00000232998	ENST00000415172		VPS13A-AS1	1239	0	Non-Coding
chr9	79792360	80036457	79792620	80030922	+	ENSG00000197969	ENST00000360280	ENSP00000353422	VPS13A	244097	238302	Coding
chr9	80037994	80263223	80038894	80262709	-	ENSG00000156049	ENST00000341700	ENSP00000365807	GNA14	225229	223815	Coding
chr9	80331002	80646374	80336238	80646151	-	ENSG00000156052	ENST00000286548	ENSP00000286548	GNAQ	315372	309913	Coding
chr9	80850977	80894606	80851266	80885767	+	ENSG00000148019	ENST00000424347	ENSP00000411284	CEP78	43629	34501	Coding
chr9	80912058	80945009	80912126	80944002	+	ENSG00000135069	ENST00000376588	ENSP00000365773	PSAT1	32951	31876	Coding
chr9	82186877	82341658	82187705	82340059	+	ENSG00000106829	ENST00000376520	ENSP00000365703	TLE4	154781	152354	Coding
chr9	84198597	84304220	84199112	84303155	-	ENSG00000196781	ENST00000376499	ENSP00000365682	TLE1	105623	104043	Coding
chr9	84304627	84391815	84391815	84391815	+	ENSG00000233926	ENST00000437181		BC036431	87188	0	Non-Coding
chr9	84528351	84534841	84534841	84534841	+	ENSG00000240632	ENST00000527857		SPATA31D5P	6490	0	Non-Coding
chr9	84543397	84549913	84549913	84549913	+	ENSG00000189357	ENST00000341875		SPATA31D4	6516	0	Non-Coding
chr9	84545140	84592004	84592004	84592004	-	ENSG00000267559	ENST00000585776		AK097447	46864	0	Non-Coding
chr9	84558473	84565009	84565009	84565009	+	ENSG00000186788	ENST00000334208		SPATA31D3	6536	0	Non-Coding
chr9	84603686	84610171	84603733	84610116	+	ENSG00000214929	ENST00000344803	ENSP00000341988	SPATA31D1	6485	6383	Coding
chr9	85594499	85678043	85597591	85677782	-	ENSG00000165105	ENST00000376447	ENSP00000365630	RASEF	83544	80191	Coding
chr9	85857904	86153461	85858116	86153146	-	ENSG00000172159	ENST00000376438	ENSP00000365621	FRMD3	295557	295030	Coding
chr9	86237963	86259045	86238086	86241644	+	ENSG00000148057	ENST00000533522	ENSP00000434673	IDNK	21082	3558	Coding
chr9	86274877	86323118	86276701	86322594	-	ENSG00000135018	ENST00000376395	ENSP00000365576	UBQLN1	48241	45893	Coding
chr9	86323232	86328293	86328293	86328293	+	ENSG00000254473	ENST00000531661		AK300656	5061	0	Non-Coding
chr9	86354335	86432657	86354611	86421432	-	ENSG00000165113	ENST00000376371	ENSP00000365550	GKAP1	78322	66821	Coding
chr9	86451612	86536342	86451915	86530506	-	ENSG00000165115	ENST00000297814	ENSP00000297814	KIF27	84730	78591	Coding
chr9	86553228	86571901	86554425	86570469	-	ENSG00000165118	ENST00000314700	ENSP00000318375	C9orf64	18673	16044	Coding
chr9	86582998	86595569	86584264	86593167	-	ENSG00000165119	ENST00000376264	ENSP00000365440	HNRNPK	12571	8903	Coding
chr9	86584662	86584772	86584772	86584772	-	ENSG00000207603	ENST00000384871		MIR7-1	110	0	Non-Coding
chr9	86595712	86618985	86615901	86617779	+	ENSG00000178966	ENST00000325875	ENSP00000317039	RMI1	23273	1878	Coding
chr9	86678357	86709492	86709492	86709492	+	ENSG00000227463	ENST00000423515		BX537783	31135	0	Non-Coding
chr9	86890371	86955598	86893132	86955548	-	ENSG00000197506	ENST00000376238	ENSP00000365413	SLC28A3	65227	62416	Coding
chr9	87283465	87638505	87285663	87636352	+	ENSG00000148053	ENST00000376213	ENSP00000365386	NTRK2	355040	350689	Coding
chr9	88161454	88356944	88272479	88296233	-	ENSG00000135049	ENST00000337006	ENSP00000338512	AGTPBP1	195490	23754	Coding
chr9	88430880	88464426	88464426	88464426	+	ENSG00000165121	ENST00000431724		LOC389765	33546	0	Non-Coding
chr9	88556060	88637213	88557074	88636875	+	ENSG00000135040	ENST00000361671	ENSP00000354972	NAA35	81153	79801	Coding
chr9	88641061	88715064	88642731	88694235	-	ENSG00000135052	ENST00000388711	ENSP00000373363	GOLM1	74003	51504	Coding
chr9	88835179	88874572	88836602	88844518	-	ENSG00000187753	ENST00000339137	ENSP00000344865	C9orf153	39393	7916	Coding
chr9	88879460	88897444	88880957	88897373	-	ENSG00000135070	ENST00000375991	ENSP00000365159	ISCA1	17984	16416	Coding
chr9	88902647	88969369	88903591	88968114	-	ENSG00000083223	ENST00000375961	ENSP00000365128	ZCCHC6	66722	64523	Coding
chr9	89559278	89562104	89560656	89561694	-	ENSG00000180447	ENST00000298743	ENSP00000298743	GAS1	2826	1038	Coding
chr9	89563613	89616948	89616948	89616948	+	ENSG00000226237	ENST00000415801		LOC100506834	53335	0	Non-Coding
chr9	89623369	89657041	89657041	89657041	-	ENSG00000269994	ENST00000602579		LOC440173	33672	0	Non-Coding
chr9	89699075	89700066	89700066	89700066	-	ENSG00000224887	ENST00000437925		LOC494127	991	0	Non-Coding
chr9	89763558	89774471	89763645	89771685	+	ENSG00000204446	ENST00000375941	ENSP00000365108	C9orf170	10913	8040	Coding
chr9	90112595	90323545	90113992	90322279	+	ENSG00000196730	ENST00000472284	ENSP00000417076	DAPK1	210950	208287	Coding
chr9	90340433	90346307	90342518	90346022	+	ENSG00000135047	ENST00000343150	ENSP00000345344	CTSL1	5874	3504	Coding
chr9	90387829	90401799	90401799	90401799	+	ENSG00000188029	ENST00000354530		CTSL3P	13970	0	Non-Coding
chr9	90497740	90503814	90497806	90503740	+	ENSG00000177992	ENST00000325643	ENSP00000322640	SPATA31E1	6074	5934	Coding
chr9	90529407	90538572	90538572	90538572	+	ENSG00000230246	ENST00000437823		SPATA31C1	9165	0	Non-Coding
chr9	90581360	90589668	90582376	90589361	-	ENSG00000156345	ENST00000375883	ENSP00000365043	CDK20	8308	6985	Coding
chr9	90744219	90749900	90749900	90749900	-	ENSG00000177910	ENST00000428649		SPATA31C2	5681	0	Non-Coding
chr9	91003333	91093609	91041454	91090192	+	ENSG00000106723	ENST00000375859	ENSP00000365019	SPIN1	90276	48738	Coding
chr9	91150019	91190704	91150349	91186107	+	ENSG00000130045	ENST00000375855	ENSP00000365015	NXNL2	40685	35758	Coding
chr9	91242103	91267051	91267051	91267051	-	ENSG00000228189	ENST00000418343		LOC286238	24948	0	Non-Coding
chr9	91360750	91360820	91360820	91360820	-	ENSG00000265873	ENST00000581736		MIR4289	70	0	Non-Coding
chr9	91605777	91611055	91605910	91606903	+	ENSG00000186354	ENST00000375851	ENSP00000365011	C9orf47	5278	993	Coding
chr9	91606361	91619925	91616115	91617252	+	ENSG00000213694	ENST00000358157	ENSP00000350878	S1PR3	13564	1137	Coding
chr9	91628059	91793682	91628361	91793375	-	ENSG00000148082	ENST00000375835	ENSP00000364995	SHC3	165623	165014	Coding
chr9	91926112	91931618	91926207	91931340	+	ENSG00000123975	ENST00000314355	ENSP00000364976	CKS2	5506	5133	Coding
chr9	91927139	91927221	91927221	91927221	+	ENSG00000265112	ENST00000580744		MIR3153	82	0	Non-Coding
chr9	91933420	91974557	91933491	91973739	+	ENSG00000187742	ENST00000375807	ENSP00000364965	SECISBP2	41137	40248	Coding
chr9	91992149	92094805	91993618	92020371	-	ENSG00000187764	ENST00000438547	ENSP00000405102	SEMA4D	102656	26753	Coding
chr9	92219927	92221470	92220036	92220994	+	ENSG00000130222	ENST00000252506	ENSP00000252506	GADD45G	1543	958	Coding
chr9	92316565	92334585	92334585	92334585	+	ENSG00000237372	ENST00000444374		UNQ6494	18020	0	Non-Coding
chr9	92782935	92803781	92803781	92803781	-	ENSG00000227555	ENST00000426593		LOC286370	20846	0	Non-Coding
chr9	92785722	92785817	92785817	92785817	-	ENSG00000263967	ENST00000583807		MIR4290	95	0	Non-Coding
chr9	93225940	93345026	93345026	93345026	-	ENSG00000229613	ENST00000449990		LOC340515	119086	0	Non-Coding
chr9	93372113	93405386	93375509	93376109	-	ENSG00000165023	ENST00000375765	ENSP00000364919	DIRAS2	33273	600	Coding
chr9	93564068	93660831	93606180	93657882	+	ENSG00000165025	ENST00000375754	ENSP00000364907	SYK	96763	51702	Coding
chr9	93921854	93927858	93927858	93927858	+	ENSG00000235641	ENST00000423719		AK095132	6004	0	Non-Coding
chr9	93976096	94124195	93976629	94124171	-	ENSG00000148090	ENST00000375731	ENSP00000364883	AUH	148099	147542	Coding
chr9	94171326	94186144	94171627	94173016	-	ENSG00000165030	ENST00000297689	ENSP00000297689	NFIL3	14818	1389	Coding
chr9	94325372	94711162	94456643	94519596	-	ENSG00000169071	ENST00000375715	ENSP00000364867	ROR2	385790	62953	Coding
chr9	94398532	94398643	94398643	94398643	+	ENSG00000266855	ENST00000580936		MIR3910-1	111	0	Non-Coding
chr9	94794280	94877658	94794746	94877652	-	ENSG00000090054	ENST00000262554	ENSP00000262554	SPTLC1	83378	82906	Coding
chr9	94894679	94900911	94900911	94900911	+	ENSG00000234537	ENST00000412768		LOC100128076	6232	0	Non-Coding
chr9	94903748	94922396	94922396	94922396	+	ENSG00000225511	ENST00000416438		LINC00475	18648	0	Non-Coding
chr9	94972488	95055982	94973088	95051701	-	ENSG00000196305	ENST00000375643	ENSP00000364794	IARS	83494	78613	Coding
chr9	95054742	95054875	95054875	95054875	-	ENSG00000239183	ENST00000459229		SNORA84	133	0	Non-Coding
chr9	95059639	95087838	95060117	95086443	-	ENSG00000198000	ENST00000442668	ENSP00000401177	NOL8	28199	26326	Coding
chr9	95087765	95382815	95088280	95375431	+	ENSG00000188312	ENST00000375587	ENSP00000364737	CENPP	295050	287151	Coding
chr9	95146248	95166895	95147901	95165689	-	ENSG00000106809	ENST00000375561	ENSP00000364711	OGN	20647	17788	Coding
chr9	95176526	95186743	95177433	95179840	-	ENSG00000127083	ENST00000375550	ENSP00000364700	OMD	10217	2407	Coding
chr9	95218486	95244788	95219569	95237179	-	ENSG00000106819	ENST00000375544	ENSP00000364694	ASPN	26302	17610	Coding
chr9	95257593	95298337	95258596	95285148	-	ENSG00000106823	ENST00000344604	ENSP00000344758	ECM2	40744	26552	Coding
chr9	95290265	95290340	95290340	95290340	-	ENSG00000264158	ENST00000583240		MIR4670	75	0	Non-Coding
chr9	95375465	95432547	95378113	95432270	-	ENSG00000127080	ENST00000287996	ENSP00000287996	IPPK	57082	54157	Coding
chr9	95473644	95527094	95475737	95527026	-	ENSG00000185963	ENST00000375512	ENSP00000364662	BICD2	53450	51289	Coding
chr9	95571669	95650975	95650975	95650975	+	ENSG00000187984	ENST00000473204		ANKRD19P	79306	0	Non-Coding
chr9	95607873	95618600	95608509	95618507	-	ENSG00000127081	ENST00000395505	ENSP00000378881	ZNF484	10727	9998	Coding
chr9	95709732	95798518	95738538	95797871	+	ENSG00000127084	ENST00000375482	ENSP00000364631	FGD3	88786	59333	Coding
chr9	95820988	95847420	95821024	95847029	+	ENSG00000157303	ENST00000375472	ENSP00000364621	SUSD3	26432	26005	Coding
chr9	95858499	95875564	95858627	95875389	+	ENSG00000165233	ENST00000375464	ENSP00000364613	C9orf89	17065	16762	Coding
